message,created_time,id,likes.data,likes.paging.cursors.before,likes.paging.cursors.after,likes.summary.total_count,likes.summary.can_like,likes.summary.has_liked,comments.data,comments.summary.order,comments.summary.total_count,comments.summary.can_comment,likes.paging.next,comments.paging.cursors.before,comments.paging.cursors.after,shares.count
"Juno joins us in the studio when it's too rainy to be outdoors. She brings a cheerful, tail-wagging hominess to the studio on wintry days ⛈️

#jeanpierreweill #artwork #artstudio #artfamily",2023-01-18T15:52:52+0000,124319427612935_631850245610684,[],QVFIUmRHME5yUGdUbDhvclBMb0FWQkdoTzNNUHM4OFJCRGU5eWJ6RDdRNU9sZA0hRR2w3WHd3cjA0UTk0MUlnd25wRVYZD,QVFIUi05dnVrbEpKVFR5ZAEhEelhZAOG8yY1VmMDdHWEpoazJSS1Y2SjAwZAU93U2loMElSTTNiMXRGYWN6WEdQUmJncksZD,33,True,False,"[{'created_time': '2023-02-10T00:57:52+0000', 'message': 'Awww bless! She’s so sweet ♥️🐾♥️', 'id': '631850245610684_3382170571996806'}, {'created_time': '2023-01-20T03:43:02+0000', 'message': 'Warmth -oozing from her eyes! What a sweetie!', 'id': '631850245610684_933930850925183'}, {'created_time': '2023-01-18T19:50:39+0000', 'message': 'Pretty girl! ❤️❤️', 'id': '631850245610684_1173057206905425'}, {'created_time': '2023-01-18T17:40:52+0000', 'message': 'ג\'ונו....ד""ש מסבתא😍', 'id': '631850245610684_3052589138367469'}, {'created_time': '2023-01-19T02:12:34+0000', 'message': 'Soooo SWEET', 'id': '631850245610684_731903075188297'}]",ranked,5,True,https://graph.facebook.com/v21.0/124319427612935_631850245610684/likes?access_token=EAAFwrJWP4CIBOzFp2qlM0f2YADANbOCBPbEWxDlfxs9ZA85E1L8faNh5LcZCzxPExrkkukbq41ZBx67qXSrolIAbphbwCqgJfmuXDADit7UIhZCqxDdQhciw9dflZBuFBscZA8Rb85uBfULaZAsMibXFSzDFqyTLDsEoJ7zUM8yzGVat0QtiEMbYjfi4dXfb8gTo9ipL3NZC0glGS6gZD&summary=true&limit=25&after=QVFIUi05dnVrbEpKVFR5ZAEhEelhZAOG8yY1VmMDdHWEpoazJSS1Y2SjAwZAU93U2loMElSTTNiMXRGYWN6WEdQUmJncksZD,NQZDZD,MQZDZD,
"It's looking to be a beautiful year, and we're revelling in art and color with new surprises on the way! 🎨 

Can you guess the name of this coming-soon painting? 👀 

#jeanpierreweill #glasspainting #artwork #artstudio #artfamily",2023-01-17T21:14:47+0000,124319427612935_630969385698770,[],QVFIUlhBVGZA4dDhZAODJqRUdYd3dBN2pKekFRcWVmT3RqWERoRVV5RWVRSmlxeFp0aE1OLUt1bHNHbkZAnalhqa3cyZA1RZAaUdzejBsR2FnbWJ6Y0V6MjZA0b3Fn,QVFIUkpENTdaRXNLTVBGbDRsRVdGUVd5cC1fQmVPNDR1dkM3eDhFaUExNWhPRWNTVDBIQ2pCWlNLcS14N1FOeHJSVlZAfMTJPLV9OZAndiRzJZANFg3dU9XQWJ3,10,True,False,[],chronological,0,True,,,,
"Art and music moves our hearts.
 
Undoubtedly, both art and music are constantly present in our lives. For that reason, we have created unique pieces for those music lovers, representing the passion they feel with the different notes, rhythms and sounds. 
 
Visit our website!
 
#jeanpierreweill #glasspainting #artwork #artstudio #artfamily",2023-01-11T20:33:01+0000,124319427612935_625664619562580,[],QVFIUjV3dy1LMDNfcmdVdDVHeDNHOUJUQkJwMDNkc0MyS3lweEoxWlpGRG1ONkF2R0xMZA3p5MWZA0QmpxN1psaTNMWWk1TVdkdjBwY1FDWFJKYjdSdV8wVjVR,QVFIUk9hcktHbVdVX29HTjFtQnRBTHV2OFNTWXg5OFpLUTktUVQ3bzdfb3VOb1h4NDdPOU05QWM2Yi1wbzdWZAUJWTndDaW1KRjU1bG9UVTJpTktsa21IMENR,12,True,False,[],chronological,0,True,,,,
"The Jean Pierre Weill Studios team wishes you a Happy New Year! ✨ 

#jeanpierreweill #artfamily #artwork #artstudio #glasspainting",2022-12-30T16:38:59+0000,124319427612935_615810117214697,[],QVFIUlh1a0k5Q3JJRWR0cWdTVVFqdTY0aDVmZAU9ucWtxVDlMUkNkQ0wtRkUyeDRGMFVYMVNqZAGFnaGl4Ym9qNTYzSW9PMzRKQUhkdWtHSEM1VExzODExbGlR,QVFIUlN2YmtNdFRRcWpwOVl2V3QwUklrd2FQR3VZAcmFScmxqejZAnR1NZANzhIb1RldVFQajNlRzNTcVdwZAEE4b0VXaElCS2x3Ri1UOFh1dFNsQnBTMkVNcmR3,19,True,False,"[{'created_time': '2022-12-30T17:45:18+0000', 'message': 'Thank you for sharing this!  Have an Awesome New Year!', 'id': '615810117214697_1234840547430354'}, {'created_time': '2023-01-02T21:09:23+0000', 'message': 'Happy new year, dear WEILL Team in TLV. Best wishes for a happy, healthy and prosperous 2023 from Switzerland 🇨🇭.', 'id': '615810117214697_599683548589834'}]",ranked,2,True,,MgZDZD,MQZDZD,
"Thank you for supporting our art studio. We hope that during this time, you can be surrounded by the ones you love the most. 

Happy Holidays. ✨ 

- Jean Pierre Weill Studio. 🎨 

#jeanpierreweill #glasspainting #artstudio #artwork #artfamily",2022-12-22T22:25:22+0000,124319427612935_608863541242688,[],QVFIUmpLeFYwYlotY1diT3N6WXQxUjQzY0NHRTZAaazNaT0syaGZAoX1M3N3VENm1Fay1QT0tOM1BlZAzRQSW9pbVA3S1VFQnZAFOHZABX1F4V25oR1Q5MVBYNDB3,QVFIUkZAnYkhEa3FZAdFBYX09uQXNIc09KUmw1Q1FrMWFGc0lOX1RWb3JQb2NRUXBQMEdTUmlWb2tweGhBSXZAmQnZApbzRmU1I4UWNWSV9SR2xqdXhMMXdUUjl3,24,True,False,"[{'created_time': '2022-12-22T23:44:39+0000', 'message': '', 'id': '608863541242688_839438977341492'}, {'created_time': '2022-12-23T06:01:41+0000', 'message': 'Merry Christmas, Happy Holidays… Happy Hanukkah', 'id': '608863541242688_566468011966851'}, {'created_time': '2022-12-23T00:12:05+0000', 'message': 'Merry Christmas!', 'id': '608863541242688_698228055249130'}, {'created_time': '2022-12-23T01:59:19+0000', 'message': '', 'id': '608863541242688_526926272711906'}]",ranked,4,True,,NAZDZD,MQZDZD,
"We have a surprise for you! 🎁 
 
We know how important it is for you to show your loved ones how much you love them. For that reason, we have decided to discount our Petite and Classique Collection with 15% off. 🎄 
 
Visit our website now and find the best gift.
 
Only between December 22nd and 26th.
 
Link in our Bio! 🛒 
 
#jeanpierreweill #glasspainting #artwork #artfamily #artstudio",2022-12-20T19:05:48+0000,124319427612935_606852768110432,[],QVFIUjJyWjJVM2FBUjFrN1pKRFVTVVl3TUJYSW1YRDJXNzU2NXZAVRDIxT3FxUHB6WGFSZAW5rY01Sa3lZARVY0bFBZANG0ZD,QVFIUk9SMTJxNUI2ZA3VacHUxd1VSdDVkSnRqZAUJuQTRhTEx2VFdqMkZAIUF9qRnBGOFRkUlRSRjRmdExua2FmQ18wMmNOaWJlOFBFSFduczRjV0dIcDRnZAEVB,2,True,False,[],chronological,0,True,,,,
"This is the time of year in which we celebrate light. Light is a symbol of hope and clarity. 
 
Our inner light intensifies when we acknowledge and honor it. ✨ 
 
Honor the loved ones in your life this holiday season by giving them art. For this reason, our Classique Collection is 35% OFF using the code LIGHT35, only this weekend.
 
Shipping is free wherever you are, visit our website: jeanpierreweill.com 🛒 
 
Happy Holidays! 🎄 
 
#jeanpierreweill #glasspainting #artwork #artfamily #artstudio",2022-12-16T15:13:48+0000,124319427612935_602643068531402,[],QVFIUnZAFT29tV0JLZAW9hV1hiOHlBd1gtWS1hbFh2X3VpckpiT3dIVTVsN2FFT3JUcHUzam9BQUo4QXZAON0s5MVV1SWhaMTU5UUNQNVFDaHVXV1l4MGc3OWdB,QVFIUkx4Ni14dWhXd1hNbVhEQTlMWUdyN1AyN0xqZAW9BZATZAVaEVCLUdhd0x5OURpaXBIWWN3dFdTNUpvZAVJlUHhMeE1ReEhubWFUckg5VWZAaX1NYd0VTVzRn,6,True,False,[],chronological,0,True,,,,
"Creative minds are at work here!
 
Our studio is where we get to be creative and have fun while working together. It's our safe space where ideas flow and we can do what we love most—create!
 
#jeanpierreweill #glasspainting #artwork #artstudio #artfamily",2022-12-06T17:10:27+0000,124319427612935_592549299540779,[],QVFIUlhtcjU1YVIwUFpXZAmhUaG1jYVBmMFRIeVBrWEN0WXRQY3M5M3JSX3o5X0duZAmNvRlAzZAVowWjRMdFhpTUtLZAUoZD,QVFIUk1RUzM2cG1sVGZAtTzNoTDVGQVRZAU3VvU1FUZAkZAOWWtWNDhtekl4U2NpazJZAZA0RGVkhwQVhnZAmFoUGZAqVDVOaVB6ZA0RGWmxVWGowWWtPdkN6Wm5udFpn,47,True,False,[],chronological,0,True,https://graph.facebook.com/v21.0/124319427612935_592549299540779/likes?access_token=EAAFwrJWP4CIBOzFp2qlM0f2YADANbOCBPbEWxDlfxs9ZA85E1L8faNh5LcZCzxPExrkkukbq41ZBx67qXSrolIAbphbwCqgJfmuXDADit7UIhZCqxDdQhciw9dflZBuFBscZA8Rb85uBfULaZAsMibXFSzDFqyTLDsEoJ7zUM8yzGVat0QtiEMbYjfi4dXfb8gTo9ipL3NZC0glGS6gZD&summary=true&limit=25&after=QVFIUk1RUzM2cG1sVGZAtTzNoTDVGQVRZAU3VvU1FUZAkZAOWWtWNDhtekl4U2NpazJZAZA0RGVkhwQVhnZAmFoUGZAqVDVOaVB6ZA0RGWmxVWGowWWtPdkN6Wm5udFpn,,,1.0
"Colorful and vibrant, our paintings are full of insight and emotion. 🖌️ 

Follow us to watch the process and see each brushstroke turn into a masterpiece. ✨

#jeanpierreweill #glasspainting #artwork #artstudio #artfamily",2022-12-01T16:40:00+0000,124319427612935_588123049983404,[],QVFIUk1CdVB6cjdyb29aYWNQUWdvcnJXaWJvWnJRd0JTRGtiRHkxRmM4MzZA3TVowVGtQZA0VkUXlleFAwdTRBVXJuVlIZD,QVFIUjNOT1k1M09RY2VYSXRUbTJEa2h6bHdTTElLMVN5cEpvUGN3YWFqamxxWkJkbWpPVTA1MnNCSWExX3g4TkVUY04ZD,34,True,False,"[{'created_time': '2022-12-02T22:16:57+0000', 'message': '❤️🌹  They are captivating!', 'id': '588123049983404_673137844515006'}]",ranked,1,True,https://graph.facebook.com/v21.0/124319427612935_588123049983404/likes?access_token=EAAFwrJWP4CIBOzFp2qlM0f2YADANbOCBPbEWxDlfxs9ZA85E1L8faNh5LcZCzxPExrkkukbq41ZBx67qXSrolIAbphbwCqgJfmuXDADit7UIhZCqxDdQhciw9dflZBuFBscZA8Rb85uBfULaZAsMibXFSzDFqyTLDsEoJ7zUM8yzGVat0QtiEMbYjfi4dXfb8gTo9ipL3NZC0glGS6gZD&summary=true&limit=25&after=QVFIUjNOT1k1M09RY2VYSXRUbTJEa2h6bHdTTElLMVN5cEpvUGN3YWFqamxxWkJkbWpPVTA1MnNCSWExX3g4TkVUY04ZD,MQZDZD,MQZDZD,3.0
"The holidays are on their way and we know it's important for you to show your loved ones how much you love them. ❤️ 

That's why our discounts are available NOW, so the gifts you choose for your loved ones will arrive just in time. 🎄  Give the gift of art and shop now on https://jeanpierreweill.com/ 🎨 

#jeanpierreweill #artstudio #artfamily #artwork #blackfriday #blacknovember",2022-11-23T20:07:38+0000,124319427612935_581316373997405,[],,,0,True,False,[],chronological,0,True,,,,1.0
"In our family art studio, we're grateful for you, who support us and help us do what we love. This Thanksgiving, we invite you to express gratitude for something in your own family. Consider, not only what you are grateful for, but why. From all of us here at the family art studio, Happy Thanksgiving! ❤️🎨

#jeanpierreweill #glasspainting #artstudio #artfamily #artwork",2022-11-22T15:49:01+0000,124319427612935_580274997434876,[],QVFIUmY3UHhFWEw2eVNHcGk1SlBXTnUyZAzR0c0NYWHZARS2plRVpCaUFXWFJ3ckJ5QS1VZATBNNmhsRW93NUlERUZAIcHEZD,QVFIUkxPOTV0LVZAJaU9OZA0YyWkZAkdU4xb0xIdTZAadzVqRG5QUUxaMllEaFFUak1nQTE4cUV6RzBHTEZACeVd2TEZA3NUUZD,32,True,False,"[{'created_time': '2022-11-22T15:53:59+0000', 'message': 'You know if Jean Pierre decided to bring back his David Bowie piece I wouldn’t be mad 😃. Hope you are all well!', 'id': '580274997434876_533114785033080'}, {'created_time': '2022-11-22T16:41:12+0000', 'message': 'My ""New Orleans Jazz"" brings me much joy and warm thoughts of family, both living and gone. Happy Thanksgiving', 'id': '580274997434876_2180647875441230'}, {'created_time': '2022-11-22T23:04:46+0000', 'message': 'We just hung our ""Forrest Avenue.""  It takes my breath away every-time I walk by it.', 'id': '580274997434876_530717725589318'}, {'created_time': '2022-11-22T16:27:33+0000', 'message': 'I love these🥰🥰', 'id': '580274997434876_891066058715135'}]",ranked,4,True,https://graph.facebook.com/v21.0/124319427612935_580274997434876/likes?access_token=EAAFwrJWP4CIBOzFp2qlM0f2YADANbOCBPbEWxDlfxs9ZA85E1L8faNh5LcZCzxPExrkkukbq41ZBx67qXSrolIAbphbwCqgJfmuXDADit7UIhZCqxDdQhciw9dflZBuFBscZA8Rb85uBfULaZAsMibXFSzDFqyTLDsEoJ7zUM8yzGVat0QtiEMbYjfi4dXfb8gTo9ipL3NZC0glGS6gZD&summary=true&limit=25&after=QVFIUkxPOTV0LVZAJaU9OZA0YyWkZAkdU4xb0xIdTZAadzVqRG5QUUxaMllEaFFUak1nQTE4cUV6RzBHTEZACeVd2TEZA3NUUZD,NAZDZD,MQZDZD,1.0
"As a multigenerational family studio, we understand the needs of our customers. This year, we specifically started the Black Friday sales earlier so that you have time to shop and receive everything without worrying about shipping delays. 🎄 🛒 

Shop on our website (jeanpierreweill.com! 🛒 

#jeanpierreweill #glasspainting #artwork #artfamily #artstudio #blacknovember #blacksale",2022-11-09T18:22:37+0000,124319427612935_568413998620976,[],QVFIUlFEVGhQVHJWRG90dW4zSnRkSVhYd3ZAVN3lBQVNmTm5xTUlJZAzhSRnZAfN0VlaHpMU1lRMzlBYU95d3VjMHF1bWpaVmQweWRZAWDk4WXpGWEVJcVlkQUlB,QVFIUnAwRVJ4VkNRRjZA4VFJkY1owaFFMWDk0WGZAXQk9TUUlHSzR0bXI1RDJ4UUVCclQyOU5OWnJ1cnBNTDBvelRFSDdIaUFCZA05tbGVhNndzOGxwSUlqamdR,4,True,False,[],ranked,1,True,,,,1.0
"Two important things are coming up - Black Friday and holiday shopping! We're starting our BIGGEST sale of the year NOW so that you have time to shop and receive everything without worrying about shipping delays during this busy time. 🛒

Black November Sale:

Gallery Editions: 40% off
Classique Collection: $100 off
Petite Collection: 25% off
Mini Collection: 10% off

#jeanpierreweill #glasspainting #blacknovember #discounts #artwork #artstudio #artfamily",2022-11-02T14:33:21+0000,124319427612935_561856545943388,[],QVFIUklNMlhHeWdIejlkMWNuNXlOMDZAXS291ckJOMUpJV0k4Q0RKX1ZAyaFdQaE9yQlI0dVNrLUViT3hkRzBYRXNSakpZAdWFZAQjVLdGVtN0xwaTBMd1NuWU5B,QVFIUklNMlhHeWdIejlkMWNuNXlOMDZAXS291ckJOMUpJV0k4Q0RKX1ZAyaFdQaE9yQlI0dVNrLUViT3hkRzBYRXNSakpZAdWFZAQjVLdGVtN0xwaTBMd1NuWU5B,1,True,False,[],chronological,0,True,,,,
"The colors of autumn inspire us. The leaves swirling in the breeze, the changing light. There is something about this time of year that feels fresh for new beginnings. A time to reflect on the past year and set intentions for the next one.

Art has a way of helping us see things in a new light, of giving us a fresh perspective. Take some time to create something new. 

At this time of the year, our creativity is at its peak, with all the scents, colors and textures. Does this also happen to you?

#jeanpierreweill #autumn #creativity #glasspainting #artfamily #artstudio",2022-10-24T15:12:12+0000,124319427612935_553219916807051,[],QVFIUlVRNHBKdUV1M3JRd1hETk8tTXRPNlZAEc0cxdlMyODNhdEUxWG9lcENvZAFV1M3k2bWVyVW9xVVY4WE01QU1LT2JfeDBvQmphR1I3T0JFX0dKN1BQZAFZA3,QVFIUnNSM21VdU82TEcySnA5aVpwTWowUnEzRmVoczBCMmd3SlF4dnY1RFZAEdTZA2WlRyczdBUWhkYk5WemdTeHdmX04ZD,9,True,False,"[{'created_time': '2022-10-29T21:25:17+0000', 'message': ""Good afternoon. I'm writing from Jerez, Zacatecas Mexico and want to help a friend of mine sell one of your Jimmi Hendrix serigraphs. Problem is we have no idea what it's worth. I'd appreciate it if you could help us out."", 'id': '553219916807051_1560600794373531'}]",ranked,1,True,,MQZDZD,MQZDZD,10.0
"Hello to all the new faces! Allow us to reintroduce ourselves:

Our studio originally was founded in 1992 when our father Jean-Pierre was looking for a way to both create art and support our growing family.  He discovered that he could create 3D paintings by arranging different parts of an image on multiple levels of glass. 🎨 

About 10 years ago, the studio moved to Israel, where us daughters, Davida and Safira, 🖐️ joined, bringing new ideas and helping with the day to day operations. 

As a family studio, our relationships with each other is key to the feeling and energy that go into our work. You are part of our extended studio family. Thank you for following along!

#jeanpierreweill #glasspainting #artstudio #artfamily #artwork",2022-10-12T15:36:09+0000,124319427612935_541910331271343,[],QVFIUkZAXN0ZAhdXQ4bDFPc1hISGRxb2o4bmUxUUNUWVJZAN3hRTjhwUzBfT3haa1hRWEZAYYXQwM0pGTXh4bkFRVjRqYTIZD,QVFIUmtYUzIyQ19ULWJZAR3NhNk9OejRJQnNFVkluYnlRZA2dSUG5nYXh0X1VYdUN0UjE4MVZAXaGlFWlVFa0xRRGpLdjZA3eVdtZAFlXcVpEd1dyTHUxdktPbDJ3,113,True,False,"[{'created_time': '2022-10-12T18:39:19+0000', 'message': 'Beatiful family creating beautiful artwork. Thank you.', 'id': '541910331271343_897417571237891'}, {'created_time': '2022-10-13T22:39:01+0000', 'message': 'I adore your work. What a delightful family.', 'id': '541910331271343_391243669745417'}, {'created_time': '2022-10-12T21:42:56+0000', 'message': 'I love everything you do.  Bought two paintings and gave one to a friend. Going to get a few more.  Thank you !!!', 'id': '541910331271343_515580723303311'}, {'created_time': '2022-10-16T00:30:43+0000', 'message': 'I love mine!! ♥️', 'id': '541910331271343_1269408260460798'}, {'created_time': '2022-10-12T17:20:15+0000', 'message': '', 'id': '541910331271343_2003013573228814'}, {'created_time': '2022-10-12T16:23:37+0000', 'message': '', 'id': '541910331271343_432205392352602'}, {'created_time': '2022-10-12T16:23:27+0000', 'message': '', 'id': '541910331271343_445266694366207'}, {'created_time': '2022-10-12T16:23:17+0000', 'message': '', 'id': '541910331271343_1045058759504087'}, {'created_time': '2022-10-12T16:23:10+0000', 'message': 'I love my collection !', 'id': '541910331271343_839888064041364'}]",ranked,10,True,https://graph.facebook.com/v21.0/124319427612935_541910331271343/likes?access_token=EAAFwrJWP4CIBOzFp2qlM0f2YADANbOCBPbEWxDlfxs9ZA85E1L8faNh5LcZCzxPExrkkukbq41ZBx67qXSrolIAbphbwCqgJfmuXDADit7UIhZCqxDdQhciw9dflZBuFBscZA8Rb85uBfULaZAsMibXFSzDFqyTLDsEoJ7zUM8yzGVat0QtiEMbYjfi4dXfb8gTo9ipL3NZC0glGS6gZD&summary=true&limit=25&after=QVFIUmtYUzIyQ19ULWJZAR3NhNk9OejRJQnNFVkluYnlRZA2dSUG5nYXh0X1VYdUN0UjE4MVZAXaGlFWlVFa0xRRGpLdjZA3eVdtZAFlXcVpEd1dyTHUxdktPbDJ3,MTAZD,MQZDZD,4.0
"The Holiday Sukkot is coming right up! 

Our top pick as a gift for your host is “Fiddler on the Roof”

Check out our story and highlight for links and more!",2022-10-07T17:53:17+0000,124319427612935_537043605091349,[],QVFIUkpkSWRLY0I1YVgxbHpZAYzdWSkJYSFdBb3B5U19jOFdjQ3JDajVBNXRpTVdCV1JtQkdxOEtwLVZAYN1F4WFFlY1AZD,QVFIUkV2bnZAqT1ljUTdIdDlrbk5id1lNcnRoT1F3MlNabzRkbkprV3FoTjFnN2dfbmF2eTFZAREl1ZAjZAkY1BTWmhHOHJuV1dwcW5CUEtqbFBhb3Brc0dPN1RR,23,True,False,"[{'created_time': '2022-10-07T18:29:16+0000', 'message': 'Have it and love it! ❤️', 'id': '537043605091349_767986647622837'}]",ranked,2,True,,MgZDZD,MgZDZD,1.0
"Pssst.... We have so many cool events happening this summer at the studio! DM us to join or learn more. 👀 

#jeanpierreweillart #glasspainting #artwork #artstudio",2022-07-27T13:38:42+0000,124319427612935_475498361245874,[],QVFIUnBmbEFBVUlLWkFjdEtSS0wtOFg1ODZAocGNDQklBa01sTWJYbFByNU5qdlpYZA3BPWkU4SDdINkc2a0didE1FcWIZD,QVFIUkF5Sm5vY1RpOHFBaHhteF9QRVRJOEhJYmxwUVdjeU5fS1JUNFBlMV9mdmhEY29FUzNtOER5N1hnTE53aEVDQ1VRRGdZAYXpyQjRLQUdkQkcwNVBZAT1B3,22,True,False,"[{'created_time': '2022-07-27T21:27:27+0000', 'message': 'Where are you located in Israel? We were walking through Tsfat a few weeks ago thought a JP studio would fit right in!', 'id': '475498361245874_1230027624502151'}]",ranked,1,True,,MQZDZD,MQZDZD,2.0
"For those music lovers and fans of Jerry Garcia, this painting is the perfect gift 🎁.

Jerry was the leader of the Grateful Dead. His love of improvisation flowed from his love of spontaneity 🫂. 

May we all be blessed with the ability to make music, whatever our music may be 🎼. 

#glasspainting #jeanpierreweill #artwork #artstudio #jerrygarcia",2022-07-26T17:59:31+0000,124319427612935_474955884633455,[],QVFIUnRHbVl2ZAnBrcWtfV1hlekV1MjgyR1hDaFdkaFAyMERrbkd5MmZAiZAzFjbDFFNmthc1l0SU8yWVhOM2lJc2ZAaekIZD,QVFIUmZAhZAHhWWGFydk9jdkRxY2VsODkyemlPck5hNk1oaUNQdHdLZAGpYT1hHR2Q3ZAHVkemJjUDhuc3VXcEs3YkQxbkVwYU1PT25VZA0xrVThBTm5rWGlEMUhR,17,True,False,"[{'created_time': '2022-07-27T03:15:58+0000', 'message': 'I have this one ❤️❤️❤️', 'id': '474955884633455_762168695075023'}]",ranked,1,True,,MQZDZD,MQZDZD,2.0
"A combination of hand-painting and print brings our paintings to life. There are three dimensions to each piece of artwork that create a play of light and shadow. But... it all starts with this. 🎨

#jeanpierreweill #glasspainting #artwork #artstudio",2022-07-19T14:11:36+0000,124319427612935_469611305167913,[],QVFIUm9UcUkxdzY5UnZAKTUxDVFNJRHVWMnpSd04tY1Q0ZA24tRnN1RnlCMm5pM0ZAhdHhIS0NtQUdyN2NrTEJZAZAnZAuM2lwS29LM3NDbDFRajhQblIzQmh6XzN3,QVFIUnZASZADF4cDFTQ0dpZA3RNMjNfZAHJ0ZAUkxcmVFOW4tT0pwR3l0dXhONlBaVTZAEcE9fX043NkVjTWVwODBDT2thY2E5amJTb2I0UEt5VWVSY2I5OWE0b1hR,12,True,False,[],chronological,0,True,,,,
"We had an awesome workshop at our studio where we took things like wood, bark and acorns to create little people 🪵. 

Slide to see what the JPW employees came up with 👉🏻.

From time to time, we love taking a break from painting to do something else that’s creative and help the work flow 💃🏼.

Check out our story for more details 🤗.",2022-07-13T22:49:47+0000,124319427612935_465324708929906,[],QVFIUjM5REZARalk4bXBvSWNoUzdWXzJPOFVzR1U0cUM3QWplWG5DR2NhOUlLSEVacjBDLUpmQlMtM0lmYk9iWW9KaU5wcW5Yc0xCZAnZA3am5hVmRqT3FEUjJ3,QVFIUk91OXRXbEk1QWZAIRmJVRDJrYWJmbUh5blNyRllmTWxpUVVVSFkyM3Y2VTlsOVBINjB5UDNuZAGhKZAmJfRTRMdEFwR1lXXzlaazZApVmFTcjk1ekp1QUx3,58,True,False,"[{'created_time': '2022-07-14T14:21:57+0000', 'message': 'So creative, for sure.', 'id': '465324708929906_778433879858416'}, {'created_time': '2022-07-14T16:42:15+0000', 'message': 'These are wonderful', 'id': '465324708929906_1209786263116601'}, {'created_time': '2022-07-16T11:26:31+0000', 'message': 'Very impressive!', 'id': '465324708929906_467132631896722'}, {'created_time': '2022-07-14T14:57:39+0000', 'message': ""Wow! That's awesome!"", 'id': '465324708929906_436522678381563'}, {'created_time': '2022-07-13T23:39:31+0000', 'message': 'Very cool!', 'id': '465324708929906_564972055035572'}]",ranked,5,True,https://graph.facebook.com/v21.0/124319427612935_465324708929906/likes?access_token=EAAFwrJWP4CIBOzFp2qlM0f2YADANbOCBPbEWxDlfxs9ZA85E1L8faNh5LcZCzxPExrkkukbq41ZBx67qXSrolIAbphbwCqgJfmuXDADit7UIhZCqxDdQhciw9dflZBuFBscZA8Rb85uBfULaZAsMibXFSzDFqyTLDsEoJ7zUM8yzGVat0QtiEMbYjfi4dXfb8gTo9ipL3NZC0glGS6gZD&summary=true&limit=25&after=QVFIUk91OXRXbEk1QWZAIRmJVRDJrYWJmbUh5blNyRllmTWxpUVVVSFkyM3Y2VTlsOVBINjB5UDNuZAGhKZAmJfRTRMdEFwR1lXXzlaazZApVmFTcjk1ekp1QUx3,NQZDZD,MQZDZD,2.0
"✨FLASH SALE ✨

There’s nothing quite like spending time with loved ones on the beach on a hot summer day! ☀️ 🌊 

The Summer Friends painting is the perfect piece of art to remember these good times. ☺️

Take 25% OFF the Classique sized Summer Friends painting with coupon code july4th. 🏷  Shop: https://bit.ly/3yE0AuP

Offer ends tomorrow at midnight. Happy Independence Day! 🇺🇸",2022-07-03T15:08:45+0000,124319427612935_457432639719113,[],QVFIUnNhNE9VeC1xRno2VkJXRzQ2NHV0UnhJY0NUd2k2TGxkcXE1Rk53bzZAsT1NZAa1Rtd3VUb1VScURETS1vQktxaFpRTExjNlNhaWR0WFJBeGs3MDNxQUVB,QVFIUnBVZAEl1WXpJY2Y1LXNRd0NMaktkMkU4Yk9jRDdOVWpOUGY4TTZAWYWl2Q2NGX0NXdTRXNTl4ZAGw3eE9mbGhsRmlVU2QyU3huSVZAab3dQbW5DNGo2T0xR,7,True,False,[],ranked,1,True,,,,
